Mês,País Importado,Produto,Via,FOB (US$)
7,Japão,Obras diversas,MARITIMA,80629
12,Colômbia,Produtos cerâmicos,MARITIMA,80603
12,Singapura,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,80594
4,Taiwan (Formosa),Obras diversas,MARITIMA,80588
11,Romênia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,80587
11,Chile,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",RODOVIARIA,80532
4,China,Preparações alimentícias diversas,MARITIMA,80527
5,Paraguai,"Vestuário e seus acessórios, de malha",RODOVIARIA,80511
9,Vietnã,Alumínio e suas obras,MARITIMA,80501
4,Turquia,Borracha e suas obras,MARITIMA,80488
5,Hong Kong,Plásticos e suas obras,MARITIMA,80456
10,Espanha,Produtos cerâmicos,MARITIMA,80439
9,Turquia,Produtos químicos orgânicos,MARITIMA,80438
7,Coreia do Sul,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,80436
11,França,Vidro e suas obras,MARITIMA,80410
1,Coreia do Sul,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,80382
8,Japão,Obras diversas,MARITIMA,80356
5,Bélgica,Plásticos e suas obras,MARITIMA,80346
6,Suíça,Plásticos e suas obras,AEREA,80339
3,Vietnã,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,80334
7,Polônia,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,80265
12,Vietnã,"Café, chá, mate e especiarias",MARITIMA,80236
2,Taiwan (Formosa),"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,80232
10,Alemanha,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,80213
5,Coreia do Sul,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,80212
10,Argentina,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,80190
1,Coreia do Sul,Produtos farmacêuticos,MARITIMA,80188
10,França,"Obras de ferro fundido, ferro ou aço",MARITIMA,80169
10,Canadá,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,80153
3,Espanha,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,80146
2,Israel,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,80085
11,Itália,Plásticos e suas obras,AEREA,80077
3,Suécia,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,80026
3,Canadá,Alumínio e suas obras,MARITIMA,80009
7,México,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,79993
11,Hungria,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,79961
8,Reino Unido,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,79941
7,Estados Unidos,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,79935
1,Bangladesh,"Vestuário e seus acessórios, exceto de Malha",AEREA,79838
12,Áustria,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,79826
9,Taiwan (Formosa),"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,79811
8,Uruguai,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,RODOVIARIA,79788
8,Colômbia,Produtos cerâmicos,MARITIMA,79734
8,Vietnã,"Vestuário e seus acessórios, de malha",MARITIMA,79730
3,Estados Unidos,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,79689
2,China,Produtos para fotografia e cinematografia,MARITIMA,79681
3,França,"Obras de ferro fundido, ferro ou aço",MARITIMA,79680
3,Estados Unidos,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,79649
1,Hungria,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,79627
1,França,Cobre e suas obras,MARITIMA,79588
7,França,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,79558
1,Coreia do Sul,Tecidos de malha,MARITIMA,79528
3,Países Baixos (Holanda),Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,79510
1,Chile,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",RODOVIARIA,79505
11,Canadá,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,79487
4,Israel,Borracha e suas obras,MARITIMA,79476
4,Polônia,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,79458
11,Estados Unidos,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,AEREA,79407
8,Egito,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,79379
8,Indonésia,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,79343
12,Romênia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,79290
5,Arábia Saudita,Produtos químicos orgânicos,MARITIMA,79229
4,Polônia,Borracha e suas obras,MARITIMA,79208
4,Suécia,Produtos farmacêuticos,AEREA,79196
5,Hungria,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,79161
1,Suíça,Cacau e suas preparações,MARITIMA,79127
12,Reino Unido,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,79122
2,Países Baixos (Holanda),Produtos diversos das indústrias químicas,MARITIMA,79107
4,Argentina,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,79085
5,Índia,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,MARITIMA,79056
3,Áustria,Preparações alimentícias diversas,AEREA,79056
11,Países Baixos (Holanda),Preparações alimentícias diversas,MARITIMA,79036
8,Países Baixos (Holanda),Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,79015
11,México,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",AEREA,78993
9,Países Baixos (Holanda),"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,78988
9,França,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,78987
6,Eslovênia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,78967
8,Indonésia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,78949
6,Tailândia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,78915
6,Canadá,Cereais,MARITIMA,78906
8,França,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,78872
6,Espanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,78848
6,Rússia,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,78847
5,Hungria,Borracha e suas obras,MARITIMA,78836
7,Hong Kong,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,78805
8,Egito,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,78805
1,Espanha,Vidro e suas obras,MARITIMA,78768
4,Espanha,"Café, chá, mate e especiarias",MARITIMA,78766
12,Hungria,Produtos farmacêuticos,AEREA,78756
2,Turquia,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,78708
2,China,Preparações alimentícias diversas,MARITIMA,78688
3,China,Outros metais comuns; ceramais (cermets); obras dessas matérias,MARITIMA,78681
9,Canadá,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,78660
4,Índia,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,78648
5,Austrália,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,78612
12,Itália,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",AEREA,78609
8,França,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,78581
10,Malásia,Preparações alimentícias diversas,MARITIMA,78546
12,Estados Unidos,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,78471
12,Turquia,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,78457
4,Malta,Borracha e suas obras,MARITIMA,78436
11,China,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,78424
12,Estados Unidos,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,78422
9,Egito,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,78420
8,Vietnã,Obras de espartaria ou de cestaria,MARITIMA,78396
6,China,Açúcares e produtos de confeitaria,MARITIMA,78371
10,Canadá,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,78358
9,Singapura,Frutas; cascas de frutos cítricos e de melões,MARITIMA,78297
10,Índia,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,78258
3,Peru,Obras diversas de metais comuns,MARITIMA,78243
8,Estados Unidos,Produtos químicos orgânicos,RODOVIARIA,78241
9,Itália,"Café, chá, mate e especiarias",MARITIMA,78217
5,Itália,Obras diversas de metais comuns,MARITIMA,78213
8,Taiwan (Formosa),Obras diversas de metais comuns,MARITIMA,78209
5,França,Preparações alimentícias diversas,MARITIMA,78208
7,Itália,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,78181
10,Estados Unidos,Borracha e suas obras,AEREA,78176
3,Espanha,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,78169
10,Eslovênia,"Ferro fundido, ferro e aço",MARITIMA,78169
1,Austrália,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,78168
4,Malásia,Preparações alimentícias diversas,MARITIMA,78160
11,Índia,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,78127
10,Estados Unidos,Produtos químicos orgânicos,AEREA,78102
9,Paquistão,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,78071
1,México,Obras diversas,MARITIMA,78068
2,Coreia do Sul,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,78064
5,Eslovênia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,78055
7,China,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,AEREA,78007
3,Paraguai,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,RODOVIARIA,78000
3,Bélgica,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,77995
6,Malásia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,77948
1,Espanha,Borracha e suas obras,MARITIMA,77920
11,Suécia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,77897
8,Tailândia,"Obras de ferro fundido, ferro ou aço",MARITIMA,77855
12,Índia,Níquel e suas obras,MARITIMA,77830
1,Canadá,Alumínio e suas obras,MARITIMA,77820
8,Estados Unidos,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",AEREA,77810
