Ano,Mês,País Importado,Produto,UF Importadora,Via,FOB (US$)
12,China,Plásticos e suas obras,Santa Catarina,MARITIMA,38975162
6,China,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,37175493
11,China,Plásticos e suas obras,Santa Catarina,MARITIMA,36838176
11,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,35541868
12,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,34737441
11,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,34245322
6,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,33756860
12,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,33603276
1,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,33206719
1,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,33086487
10,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,32568191
11,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,32124953
12,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,30451478
8,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,30152347
10,China,Plásticos e suas obras,Santa Catarina,MARITIMA,29732741
3,China,"Vestuário e seus acessórios, de malha",Santa Catarina,MARITIMA,28874157
11,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,27779616
12,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,27537148
11,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,27472707
11,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,26957160
7,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,26807666
5,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,26687521
12,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,26647085
11,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,26089996
3,China,"Vestuário e seus acessórios, exceto de Malha",Santa Catarina,MARITIMA,25711274
2,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,25601179
2,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,25540415
1,China,Plásticos e suas obras,Santa Catarina,MARITIMA,25128989
12,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,25117765
12,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,24991943
3,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,24968944
5,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,24855008
9,China,Plásticos e suas obras,Santa Catarina,MARITIMA,24631199
7,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,24586763
7,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,24254489
6,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,24201671
9,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,24181710
1,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,23905586
1,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,23492903
2,China,Plásticos e suas obras,Santa Catarina,MARITIMA,23485060
10,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,23252924
9,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,23199379
10,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,22993513
11,China,Borracha e suas obras,Santa Catarina,MARITIMA,22725516
7,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,22653117
10,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,22504986
12,Omã,Adubos (fertilizantes),Santa Catarina,MARITIMA,22443053
2,China,"Vestuário e seus acessórios, exceto de Malha",Santa Catarina,MARITIMA,22402953
11,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,22048342
2,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,21730890
12,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,21693161
4,China,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",Santa Catarina,AEREA,20988410
4,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,20840461
2,China,"Vestuário e seus acessórios, de malha",Santa Catarina,MARITIMA,20801450
12,China,Borracha e suas obras,Santa Catarina,MARITIMA,20794780
7,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,20663031
3,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,20544045
1,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,20229941
3,China,Plásticos e suas obras,Santa Catarina,MARITIMA,20012949
1,China,"Vestuário e seus acessórios, exceto de Malha",Santa Catarina,MARITIMA,20007024
9,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,19931056
10,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,19919114
3,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,19591979
12,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,19549412
3,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,19549220
5,China,Plásticos e suas obras,Santa Catarina,MARITIMA,19506647
1,China,Borracha e suas obras,Santa Catarina,MARITIMA,19503879
1,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,19296995
2,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,19227659
9,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,19120777
5,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,19086290
8,China,Plásticos e suas obras,Santa Catarina,MARITIMA,19074768
3,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,19011726
9,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,18955720
3,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,18942832
12,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,18888020
9,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,18862138
12,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,18703969
11,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,18681363
2,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,18613096
9,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,18608656
2,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,18557727
11,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,18492842
8,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,18478822
12,México,Cobre e suas obras,Santa Catarina,MARITIMA,18344374
4,China,Plásticos e suas obras,Santa Catarina,MARITIMA,18290096
9,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,18211795
4,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,18208870
10,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,18101080
8,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,17932458
4,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,17800241
12,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,17644779
11,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,17438588
11,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,17401204
6,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,17265084
4,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,17220953
10,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,17091766
5,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,17076634
2,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,16713491
2,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,16674364
1,China,"Vestuário e seus acessórios, de malha",Santa Catarina,MARITIMA,16650046
4,China,"Ferro fundido, ferro e aço",Santa Catarina,MARITIMA,16577999
7,China,Plásticos e suas obras,Santa Catarina,MARITIMA,16561019
10,China,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",Santa Catarina,AEREA,16012325
9,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,15767772
8,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,15542046
12,Peru,Cobre e suas obras,Santa Catarina,MARITIMA,15534888
11,China,Tecidos de malha,Santa Catarina,MARITIMA,15442079
2,China,Borracha e suas obras,Santa Catarina,MARITIMA,15293637
1,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,15053570
1,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,15008184
8,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,14661816
1,China,Tecidos de malha,Santa Catarina,MARITIMA,14646205
9,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,14632421
5,China,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",Santa Catarina,AEREA,14594286
2,Argentina,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,RODOVIARIA,14503752
12,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",Santa Catarina,MARITIMA,14485496
2,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,14477798
10,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,14426285
3,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,14404965
7,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,14379124
10,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,14347232
12,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,14327152
1,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,14268186
11,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",Santa Catarina,MARITIMA,14186291
8,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,14177059
10,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,13954408
12,China,Tecidos de malha,Santa Catarina,MARITIMA,13919561
5,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,13786937
6,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,13614929
9,Argentina,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,RODOVIARIA,13517003
6,China,Plásticos e suas obras,Santa Catarina,MARITIMA,13502038
11,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,13488299
4,Estados Unidos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",Santa Catarina,MARITIMA,13395651
7,China,Produtos farmacêuticos,Santa Catarina,AEREA,13316341
8,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,13308667
2,China,Tecidos de malha,Santa Catarina,MARITIMA,13284169
4,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,13178453
8,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,13107518
4,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,13077503
5,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,12978635
12,China,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",Santa Catarina,AEREA,12943899
10,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,12932682
9,China,Borracha e suas obras,Santa Catarina,MARITIMA,12928391
7,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,12923781
9,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,12883836
6,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,12832775
5,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,12817821
12,Arábia Saudita,Plásticos e suas obras,Santa Catarina,MARITIMA,12816100
9,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",Santa Catarina,MARITIMA,12759798
11,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,12714064
5,China,Borracha e suas obras,Santa Catarina,MARITIMA,12685694
6,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,12655576
1,Argentina,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,RODOVIARIA,12608992
3,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,12596276
1,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,12573080
2,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,12557233
8,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,12510611
12,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,12422557
9,Catar,Adubos (fertilizantes),Santa Catarina,MARITIMA,12402139
7,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",Santa Catarina,MARITIMA,12329679
9,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,12323715
10,China,Borracha e suas obras,Santa Catarina,MARITIMA,12290552
4,Alemanha,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,12244518
1,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,12239120
11,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,12174908
10,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,12154523
12,Paraguai,Cereais,Santa Catarina,RODOVIARIA,12134475
3,China,Tecidos de malha,Santa Catarina,MARITIMA,12131240
12,Taiwan (Formosa),Plásticos e suas obras,Santa Catarina,MARITIMA,12126747
5,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,12081035
12,Coreia do Sul,Plásticos e suas obras,Santa Catarina,MARITIMA,12060396
3,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,12045456
3,China,Borracha e suas obras,Santa Catarina,MARITIMA,12005483
1,Indonésia,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,11980933
1,Argentina,Alumínio e suas obras,Santa Catarina,MARITIMA,11976919
9,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",Santa Catarina,RODOVIARIA,11975887
11,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,MARITIMA,11969711
1,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,11911906
11,Taiwan (Formosa),Plásticos e suas obras,Santa Catarina,MARITIMA,11863912
1,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,11853136
9,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",Santa Catarina,RODOVIARIA,11769591
12,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",Santa Catarina,RODOVIARIA,11756370
10,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,11700882
9,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,11654234
6,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",Santa Catarina,MARITIMA,11638615
3,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,11618471
12,Coreia do Sul,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,11481889
7,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,11432756
2,Coreia do Sul,Plásticos e suas obras,Santa Catarina,MARITIMA,11414907
8,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,11397949
11,China,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",Santa Catarina,AEREA,11372540
10,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",Santa Catarina,RODOVIARIA,11318028
2,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,11253450
1,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,11241090
9,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",Santa Catarina,MARITIMA,11218998
9,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,11216917
7,China,Borracha e suas obras,Santa Catarina,MARITIMA,11210828
1,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",Santa Catarina,MARITIMA,11191490
11,Catar,Adubos (fertilizantes),Santa Catarina,MARITIMA,11185250
10,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",Santa Catarina,MARITIMA,11172628
2,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,11140482
11,Alemanha,Plásticos e suas obras,Santa Catarina,MARITIMA,10977014
11,México,Cobre e suas obras,Santa Catarina,MARITIMA,10964093
8,Argélia,Adubos (fertilizantes),Santa Catarina,MARITIMA,10884966
3,Argentina,Alumínio e suas obras,Santa Catarina,MARITIMA,10876624
1,Coreia do Sul,Plásticos e suas obras,Santa Catarina,MARITIMA,10834706
10,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",Santa Catarina,RODOVIARIA,10780335
12,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",Santa Catarina,MARITIMA,10752432
4,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,10728930
5,China,Alumínio e suas obras,Santa Catarina,MARITIMA,10664210
10,Estados Unidos,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",Santa Catarina,MARITIMA,10625814
3,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,10610561
8,China,"Obras de ferro fundido, ferro ou aço",Santa Catarina,MARITIMA,10605797
8,China,"Fibras sintéticas ou artificiais, descontínuas",Santa Catarina,MARITIMA,10574115
11,China,Alumínio e suas obras,Santa Catarina,MARITIMA,10547878
7,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",Santa Catarina,RODOVIARIA,10545868
8,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,10475822
5,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",Santa Catarina,MARITIMA,10457402
11,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",Santa Catarina,RODOVIARIA,10374521
11,China,"Vestuário e seus acessórios, exceto de Malha",Santa Catarina,MARITIMA,10364023
4,China,"Vestuário e seus acessórios, exceto de Malha",Santa Catarina,MARITIMA,10310820
11,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",Santa Catarina,MARITIMA,10205122
7,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,10195030
8,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",Santa Catarina,RODOVIARIA,10153799
